path,final_path,source,status,issues,baseline_title,local_title,local_canonical,expected_canonical,local_h1,baseline_h1,jsonld_types
"/prodavnica/akumulatorski-alat/akumulatorske-testere-i-cirkulari/akumulatorska-kruzna-testera-cirkular-univesalcirk-12-bosch","/prodavnica/akumulatorski-alat/akumulatorske-testere-i-cirkulari/akumulatorska-kruzna-testera-cirkular-univesalcirk-12-bosch","sample_product","200","OK","Akumulatorska kružna testera-cirkular UnivesalCirk 12 (06033C7002) BOSCH cena | Kupovina online - Ko","Akumulatorska kružna testera-cirkular UnivesalCirk 12 (06033C7002) BOSCH cena | Kupovina online - Ko","https://koncarelektro.rs/prodavnica/akumulatorski-alat/akumulatorske-testere-i-cirkulari/akumulatorska-kruzna-testera-cirkular-univesalcirk-12-bosch/","https://koncarelektro.rs/prodavnica/akumulatorski-alat/akumulatorske-testere-i-cirkulari/akumulatorska-kruzna-testera-cirkular-univesalcirk-12-bosch/","","Akumulatorska kružna testera-cirkular UnivesalCirk 12 (06033C7002) BOSCH","Organization+WebSite"
"/prodavnica/nesortirano/lokator-komunalnih-vodova-seektech-sr-20-ridgid-21943","/prodavnica/nesortirano/lokator-komunalnih-vodova-seektech-sr-20-ridgid-21943","sample_product","200","OK","SR-20 SeekTech Lokator komunalnih vodova 21943 RIDGID","SR-20 SeekTech Lokator komunalnih vodova 21943 RIDGID","https://koncarelektro.rs/prodavnica/nesortirano/lokator-komunalnih-vodova-seektech-sr-20-ridgid-21943/","https://koncarelektro.rs/prodavnica/nesortirano/lokator-komunalnih-vodova-seektech-sr-20-ridgid-21943/","Lokator komunalnih vodova SeekTech SR-20 RIDGID (21943)","Lokator komunalnih vodova SeekTech SR-20 RIDGID (21943)","BreadcrumbList+Organization+Product+WebSite"
"/prodavnica/pumpe-za-vodu/potapajuce-pumpe/potapajuca-pumpa-900w-inox-59g449-graphite","/prodavnica/pumpe-za-vodu/potapajuce-pumpe/potapajuca-pumpa-900w-inox-59g449-graphite","sample_product","200","OK","Potapajuća pumpa 900W Inox 59G449 Graphite cena | Kupovina online - Končar Elektro -trgovina elektri","Potapajuća pumpa 900W Inox 59G449 Graphite cena | Kupovina online - Končar Elektro -trgovina elektri","https://koncarelektro.rs/prodavnica/pumpe-za-vodu/potapajuce-pumpe/potapajuca-pumpa-900w-inox-59g449-graphite/","https://koncarelektro.rs/prodavnica/pumpe-za-vodu/potapajuce-pumpe/potapajuca-pumpa-900w-inox-59g449-graphite/","Potapajuća pumpa 900W Inox 59G449 Graphite","Potapajuća pumpa 900W Inox 59G449 Graphite","BreadcrumbList+Organization+Product+WebSite"
"/prodavnica/ponuda/akumulatorska-ugaona-brusilica-w-18-9-125-602247850-metabo","/prodavnica/ponuda/akumulatorska-ugaona-brusilica-w-18-9-125-602247850-metabo","sample_product","200","OK","W 18 9-125 Akumulatorska ugaona brusilica (602247850) Metabo","W 18 9-125 Akumulatorska ugaona brusilica (602247850) Metabo","https://koncarelektro.rs/prodavnica/ponuda/akumulatorska-ugaona-brusilica-w-18-9-125-602247850-metabo/","https://koncarelektro.rs/prodavnica/ponuda/akumulatorska-ugaona-brusilica-w-18-9-125-602247850-metabo/","Akumulatorska ugaona brusilica W 18 9-125 (602247850) Metabo","Akumulatorska ugaona brusilica W 18 9-125 (602247850) Metabo","BreadcrumbList+Organization+Product+WebSite"
"/prodavnica/aparati-za-varenje/hugong-mig-stick-300-lcd-inveretr-aparat-za-varenje","/prodavnica/aparati-za-varenje/hugong-mig-stick-300-lcd-inveretr-aparat-za-varenje","sample_product","200","OK","MIG STICK 300 LCD HUGONG inverter aparat za varenje","MIG STICK 300 LCD HUGONG inverter aparat za varenje","https://koncarelektro.rs/prodavnica/aparati-za-varenje/hugong-mig-stick-300-lcd-inveretr-aparat-za-varenje/","https://koncarelektro.rs/prodavnica/aparati-za-varenje/hugong-mig-stick-300-lcd-inveretr-aparat-za-varenje/","","HUGONG MIG/STICK 300 LCD inverter aparat za varenje","Organization+WebSite"
"/prodavnica/akumulatorski-alat/akumulatorska-ubodna-testera-gst-183-li-b-solo-06015b7020-bosch","/prodavnica/akumulatorski-alat/akumulatorska-ubodna-testera-gst-183-li-b-solo-06015b7020-bosch","sample_product","200","OK","Akumulatorska ubodna testera Bosch GST 183-Li B Solo","Akumulatorska ubodna testera Bosch GST 183-Li B Solo","https://koncarelektro.rs/prodavnica/akumulatorski-alat/akumulatorska-ubodna-testera-gst-183-li-b-solo-06015b7020-bosch/","https://koncarelektro.rs/prodavnica/akumulatorski-alat/akumulatorska-ubodna-testera-gst-183-li-b-solo-06015b7020-bosch/","Akumulatorska ubodna testera GST 183-Li B Solo (06015B7020) Bosch","Akumulatorska ubodna testera GST 183-Li B Solo (06015B7020) Bosch","BreadcrumbList+Organization+Product+WebSite"
"/prodavnica/rucni-alat-i-pribor/rucni-alat/metar-celicna-merna-traka-hsmt8805-1-5m-x-25mm-ingco","/prodavnica/rucni-alat-i-pribor/rucni-alat/metar-celicna-merna-traka-hsmt8805-1-5m-x-25mm-ingco","sample_product","200","OK","HSMT8805.1 Ingco Metar 5m x 25mm (čelična merna traka)","HSMT8805.1 Ingco Metar 5m x 25mm (čelična merna traka)","https://koncarelektro.rs/prodavnica/rucni-alat-i-pribor/rucni-alat/metar-celicna-merna-traka-hsmt8805-1-5m-x-25mm-ingco/","https://koncarelektro.rs/prodavnica/rucni-alat-i-pribor/rucni-alat/metar-celicna-merna-traka-hsmt8805-1-5m-x-25mm-ingco/","Metar (čelična merna traka) HSMT8805.1 5m x 25mm Ingco","Metar (čelična merna traka) HSMT8805.1 5m x 25mm Ingco","BreadcrumbList+Organization+Product+WebSite"
"/prodavnica/akumulatorski-alat/daljinomeri/laserski-daljinomer-ld030p","/prodavnica/akumulatorski-alat/daljinomeri/laserski-daljinomer-ld030p","sample_product","200","OK","Laserski daljinomer LD030P MAKITA cena | Kupovina online - Končar Elektro -trgovina električnog, ruč","Laserski daljinomer LD030P MAKITA cena | Kupovina online - Končar Elektro -trgovina električnog, ruč","https://koncarelektro.rs/prodavnica/akumulatorski-alat/daljinomeri/laserski-daljinomer-ld030p/","https://koncarelektro.rs/prodavnica/akumulatorski-alat/daljinomeri/laserski-daljinomer-ld030p/","","Laserski daljinomer LD030P MAKITA","Organization+WebSite"
"/prodavnica/rucni-alat-i-pribor/rucni-alat/ingco-set-odvijaca-sa-kljucem-t-rucka-24-1-hksdb0188","/prodavnica/rucni-alat-i-pribor/rucni-alat/ingco-set-odvijaca-sa-kljucem-t-rucka-24-1-hksdb0188","sample_product","200","OK","Ingco set odvijača sa ključem T ručka 24/1 HKSDB0188 cena | Kupovina online - Končar Elektro -trgovi","Ingco set odvijača sa ključem T ručka 24/1 HKSDB0188 cena | Kupovina online - Končar Elektro -trgovi","https://koncarelektro.rs/prodavnica/rucni-alat-i-pribor/rucni-alat/ingco-set-odvijaca-sa-kljucem-t-rucka-24-1-hksdb0188/","https://koncarelektro.rs/prodavnica/rucni-alat-i-pribor/rucni-alat/ingco-set-odvijaca-sa-kljucem-t-rucka-24-1-hksdb0188/","Ingco set odvijača sa ključem T ručka 24/1 HKSDB0188","Ingco set odvijača sa ključem T ručka 24/1 HKSDB0188","BreadcrumbList+Organization+Product+WebSite"
"/prodavnica/pribor/set-1050-delni-opruzni-celik-blank-din-471-0956438-reca","/prodavnica/pribor/set-1050-delni-opruzni-celik-blank-din-471-0956438-reca","sample_product","200","OK","DIN 471 (0956438) Set 1050-delni opružni čelik, blank Reca","DIN 471 (0956438) Set 1050-delni opružni čelik, blank Reca","https://koncarelektro.rs/prodavnica/pribor/set-1050-delni-opruzni-celik-blank-din-471-0956438-reca/","https://koncarelektro.rs/prodavnica/pribor/set-1050-delni-opruzni-celik-blank-din-471-0956438-reca/","Set 1050-delni opružni čelik, blank DIN 471 (0956438) Reca","Set 1050-delni opružni čelik, blank DIN 471 (0956438) Reca","BreadcrumbList+Organization+Product+WebSite"
"/prodavnica/akumulatorski-alat/daljinomeri/ingco-libela-magnet-80cm-hsl38080m","/prodavnica/akumulatorski-alat/daljinomeri/ingco-libela-magnet-80cm-hsl38080m","sample_product","200","OK","Ingco libela magnet 80cm HSL38080M cena | Kupovina online - Končar Elektro -trgovina električnog, ru","Ingco libela magnet 80cm HSL38080M cena | Kupovina online - Končar Elektro -trgovina električnog, ru","https://koncarelektro.rs/prodavnica/akumulatorski-alat/daljinomeri/ingco-libela-magnet-80cm-hsl38080m/","https://koncarelektro.rs/prodavnica/akumulatorski-alat/daljinomeri/ingco-libela-magnet-80cm-hsl38080m/","Ingco libela magnet 80cm HSL38080M","Ingco libela magnet 80cm HSL38080M","BreadcrumbList+Organization+Product+WebSite"
"/prodavnica/akumulatorski-alat/akumulatorska-ugaona-brusilica-20v-brushless-bc-64005-dolomite","/prodavnica/akumulatorski-alat/akumulatorska-ugaona-brusilica-20v-brushless-bc-64005-dolomite","sample_product","200","OK","Dolomite Akumulatorska ugaona brusilica 20V Brushless BC 64005","Dolomite Akumulatorska ugaona brusilica 20V Brushless BC 64005","https://koncarelektro.rs/prodavnica/akumulatorski-alat/akumulatorska-ugaona-brusilica-20v-brushless-bc-64005-dolomite/","https://koncarelektro.rs/prodavnica/akumulatorski-alat/akumulatorska-ugaona-brusilica-20v-brushless-bc-64005-dolomite/","Akumulatorska ugaona brusilica 20V Brushless BC (64005) Dolomite","Akumulatorska ugaona brusilica 20V Brushless BC (64005) Dolomite","BreadcrumbList+Organization+Product+WebSite"
"/prodavnica/ponuda/rezna-ploca-za-metal-mcd101251-125mm-ingco","/prodavnica/ponuda/rezna-ploca-za-metal-mcd101251-125mm-ingco","sample_product","200","OK","MCD101251 Rezna ploča za metal 125mm INGCO","MCD101251 Rezna ploča za metal 125mm INGCO","https://koncarelektro.rs/prodavnica/ponuda/rezna-ploca-za-metal-mcd101251-125mm-ingco/","https://koncarelektro.rs/prodavnica/ponuda/rezna-ploca-za-metal-mcd101251-125mm-ingco/","Rezna ploča za metal MCD101251 125mm INGCO","Rezna ploča za metal MCD101251 125mm INGCO","BreadcrumbList+Organization+Product+WebSite"
"/prodavnica/agregati/bormann-benzinski-agregat-generator-bgb8000","/prodavnica/agregati/bormann-benzinski-agregat-generator-bgb8000","sample_product","200","OK","Bormann benzinski agregat (generator) BGB8000 cena | Kupovina online - Končar Elektro -trgovina elek","Bormann benzinski agregat (generator) BGB8000 cena | Kupovina online - Končar Elektro -trgovina elek","https://koncarelektro.rs/prodavnica/agregati/bormann-benzinski-agregat-generator-bgb8000/","https://koncarelektro.rs/prodavnica/agregati/bormann-benzinski-agregat-generator-bgb8000/","Bormann benzinski agregat (generator) BGB8000","Bormann benzinski agregat (generator) BGB8000","BreadcrumbList+Organization+Product+WebSite"
"/prodavnica/pistolj-za-farbanje/ingco-pistolj-za-farbanje-asg3102","/prodavnica/pistolj-za-farbanje/ingco-pistolj-za-farbanje-asg3102","sample_product","200","OK","Ingco pištolj za farbanje ASG3102 cena | Kupovina online - Končar Elektro -trgovina električnog, ruč","Ingco pištolj za farbanje ASG3102 cena | Kupovina online - Končar Elektro -trgovina električnog, ruč","https://koncarelektro.rs/prodavnica/pistolj-za-farbanje/ingco-pistolj-za-farbanje-asg3102/","https://koncarelektro.rs/prodavnica/pistolj-za-farbanje/ingco-pistolj-za-farbanje-asg3102/","Ingco pištolj za farbanje ASG3102","Ingco pištolj za farbanje ASG3102","BreadcrumbList+Organization+Product+WebSite"
"/prodavnica/poljoprivredni-alati-i-oprema/prskalica-pod-pritiskom-mt-218-10l-30905-adk","/prodavnica/poljoprivredni-alati-i-oprema/prskalica-pod-pritiskom-mt-218-10l-30905-adk","sample_product","200","OK","MT-218 Prskalica pod pritiskom 10l (30905) ADK","MT-218 Prskalica pod pritiskom 10l (30905) ADK","https://koncarelektro.rs/prodavnica/poljoprivredni-alati-i-oprema/prskalica-pod-pritiskom-mt-218-10l-30905-adk/","https://koncarelektro.rs/prodavnica/poljoprivredni-alati-i-oprema/prskalica-pod-pritiskom-mt-218-10l-30905-adk/","Prskalica pod pritiskom MT-218 10l (30905) ADK","Prskalica pod pritiskom MT-218 10l (30905) ADK","BreadcrumbList+Organization+Product+WebSite"
"/prodavnica/akumulatorski-alat/akumulatorske-busilice-odvijaci/metabo-akumulatorski-udarni-odvrtac-ssw-18-ltx-300-bl-18v","/prodavnica/akumulatorski-alat/akumulatorske-busilice-odvijaci/metabo-akumulatorski-udarni-odvrtac-ssw-18-ltx-300-bl-18v","sample_product","200","OK","Metabo akumulatorski udarni odvrtač SSW 18 LTX 300 BL 18V (602395800) cena | Kupovina online - Konča","Metabo akumulatorski udarni odvrtač SSW 18 LTX 300 BL 18V (602395800) cena | Kupovina online - Konča","https://koncarelektro.rs/prodavnica/akumulatorski-alat/akumulatorske-busilice-odvijaci/metabo-akumulatorski-udarni-odvrtac-ssw-18-ltx-300-bl-18v/","https://koncarelektro.rs/prodavnica/akumulatorski-alat/akumulatorske-busilice-odvijaci/metabo-akumulatorski-udarni-odvrtac-ssw-18-ltx-300-bl-18v/","","Metabo akumulatorski udarni odvrtač SSW 18 LTX 300 BL 18V (602395800)","Organization+WebSite"
"/prodavnica/akumulatorski-alat/akumulatorska-baterija-18v-4-ah-625027000-metabo","/prodavnica/akumulatorski-alat/akumulatorska-baterija-18v-4-ah-625027000-metabo","sample_product","200","OK","Metabo Akumulatorska baterija 4 Ah 18V (625027000)","Metabo Akumulatorska baterija 4 Ah 18V (625027000)","https://koncarelektro.rs/prodavnica/akumulatorski-alat/akumulatorska-baterija-18v-4-ah-625027000-metabo/","https://koncarelektro.rs/prodavnica/akumulatorski-alat/akumulatorska-baterija-18v-4-ah-625027000-metabo/","Akumulatorska baterija 18V 4 Ah (625027000) Metabo","Akumulatorska baterija 18V 4 Ah (625027000) Metabo","BreadcrumbList+Organization+Product+WebSite"
"/prodavnica/elektricni-alat/cekic-busilice-i-stemarice/elektro-pneumatski-kombinovani-cekic-sds-khe-2860-quick-metabo","/prodavnica/elektricni-alat/cekic-busilice-i-stemarice/elektro-pneumatski-kombinovani-cekic-sds-khe-2860-quick-metabo","sample_product","200","OK","Kombinovani čekić SDS+ KHE 2860 Quick Metabo (600878510) cena | Kupovina online - Končar Elektro -tr","Kombinovani čekić SDS+ KHE 2860 Quick Metabo (600878510) cena | Kupovina online - Končar Elektro -tr","https://koncarelektro.rs/prodavnica/elektricni-alat/cekic-busilice-i-stemarice/elektro-pneumatski-kombinovani-cekic-sds-khe-2860-quick-metabo/","https://koncarelektro.rs/prodavnica/elektricni-alat/cekic-busilice-i-stemarice/elektro-pneumatski-kombinovani-cekic-sds-khe-2860-quick-metabo/","","Kombinovani čekić SDS+ KHE 2860 Quick Metabo (600878510)","Organization+WebSite"
"/prodavnica/elektricni-alat/elektricna-ceona-brusilica-g-400-380w-601052000-metabo","/prodavnica/elektricni-alat/elektricna-ceona-brusilica-g-400-380w-601052000-metabo","sample_product","200","OK","G 400 Električna čeona brusilica 380W (601052000) Metabo","G 400 Električna čeona brusilica 380W (601052000) Metabo","https://koncarelektro.rs/prodavnica/elektricni-alat/elektricna-ceona-brusilica-g-400-380w-601052000-metabo/","https://koncarelektro.rs/prodavnica/elektricni-alat/elektricna-ceona-brusilica-g-400-380w-601052000-metabo/","Električna čeona brusilica G 400 380W (601052000) Metabo","Električna čeona brusilica G 400 380W (601052000) Metabo","BreadcrumbList+Organization+Product+WebSite"
"/prodavnica/elektricni-alat/usisivaci/usisivac-za-suvo-i-mokro-usisavanje-metabo-asa-30-l-pc-inox","/prodavnica/elektricni-alat/usisivaci/usisivac-za-suvo-i-mokro-usisavanje-metabo-asa-30-l-pc-inox","sample_product","200","OK","Usisivač za suvo i mokro usisavanje ASA 30 L PC Inox (602015000) Metabo cena | Kupovina online - Kon","Usisivač za suvo i mokro usisavanje ASA 30 L PC Inox (602015000) Metabo cena | Kupovina online - Kon","https://koncarelektro.rs/prodavnica/elektricni-alat/usisivaci/usisivac-za-suvo-i-mokro-usisavanje-metabo-asa-30-l-pc-inox/","https://koncarelektro.rs/prodavnica/elektricni-alat/usisivaci/usisivac-za-suvo-i-mokro-usisavanje-metabo-asa-30-l-pc-inox/","","Usisivač za suvo i mokro usisavanje ASA 30 L PC Inox (602015000) Metabo","Organization+WebSite"
"/prodavnica/elektricni-alat/multifunkcioni-ostrac-wbg1551-65w-wadfow","/prodavnica/elektricni-alat/multifunkcioni-ostrac-wbg1551-65w-wadfow","sample_product","200","OK","WADFOW Multifunkcioni oštrač WBG1551 65W","WADFOW Multifunkcioni oštrač WBG1551 65W","https://koncarelektro.rs/prodavnica/elektricni-alat/multifunkcioni-ostrac-wbg1551-65w-wadfow/","https://koncarelektro.rs/prodavnica/elektricni-alat/multifunkcioni-ostrac-wbg1551-65w-wadfow/","Multifunkcioni oštrač WBG1551 65W WADFOW","Multifunkcioni oštrač WBG1551 65W WADFOW","BreadcrumbList+Organization+Product+WebSite"
"/prodavnica/pumpe-za-vodu/elekticne-pumpe/bastenska-pumpa-p-2000-g-metabo","/prodavnica/pumpe-za-vodu/elekticne-pumpe/bastenska-pumpa-p-2000-g-metabo","sample_product","200","OK","P 2000 G Baštenska pumpa za vodu (600962000) Metabo","P 2000 G Baštenska pumpa za vodu (600962000) Metabo","https://koncarelektro.rs/prodavnica/pumpe-za-vodu/elekticne-pumpe/bastenska-pumpa-p-2000-g-metabo/","https://koncarelektro.rs/prodavnica/pumpe-za-vodu/elekticne-pumpe/bastenska-pumpa-p-2000-g-metabo/","","Baštenska pumpa za vodu P 2000 G Metabo (600962000)","Organization+WebSite"
"/prodavnica/ponuda/super-ingco-49-delni-set-udarnih-odvijaca-akdl24906","/prodavnica/ponuda/super-ingco-49-delni-set-udarnih-odvijaca-akdl24906","sample_product","200","OK","AKDL24906 49-delni set udarnih odvijača SUPER INGCO","AKDL24906 49-delni set udarnih odvijača SUPER INGCO","https://koncarelektro.rs/prodavnica/ponuda/super-ingco-49-delni-set-udarnih-odvijaca-akdl24906/","https://koncarelektro.rs/prodavnica/ponuda/super-ingco-49-delni-set-udarnih-odvijaca-akdl24906/","SUPER INGCO 49-delni set udarnih odvijača AKDL24906","SUPER INGCO 49-delni set udarnih odvijača AKDL24906","BreadcrumbList+Organization+Product+WebSite"
"/prodavnica/akumulatorski-alat/akumulatorska-cekic-busilica-chx-502x-sds-18v-milwaukee","/prodavnica/akumulatorski-alat/akumulatorska-cekic-busilica-chx-502x-sds-18v-milwaukee","sample_product","200","OK","Milwaukee CHX-502X Akumulatorska čekić - bušilica SDS+ 18V","Milwaukee CHX-502X Akumulatorska čekić - bušilica SDS+ 18V","https://koncarelektro.rs/prodavnica/akumulatorski-alat/akumulatorska-cekic-busilica-chx-502x-sds-18v-milwaukee/","https://koncarelektro.rs/prodavnica/akumulatorski-alat/akumulatorska-cekic-busilica-chx-502x-sds-18v-milwaukee/","","Akumulatorska čekić &#8211; bušilica CHX-502X SDS+18V Milwaukee 4933451381","Organization+WebSite"
"/prodavnica/akumulatorski-alat/akumulatorska-busilica-odvrtac-gsr-185-li-06019k3003-bosch","/prodavnica/akumulatorski-alat/akumulatorska-busilica-odvrtac-gsr-185-li-06019k3003-bosch","sample_product","200","OK","GSR 185-LI Akumulatorska bušilica-odvrtač (06019K3003) BOSCH","GSR 185-LI Akumulatorska bušilica-odvrtač (06019K3003) BOSCH","https://koncarelektro.rs/prodavnica/akumulatorski-alat/akumulatorska-busilica-odvrtac-gsr-185-li-06019k3003-bosch/","https://koncarelektro.rs/prodavnica/akumulatorski-alat/akumulatorska-busilica-odvrtac-gsr-185-li-06019k3003-bosch/","Akumulatorska bušilica-odvrtač GSR 185-LI (06019K3003) BOSCH","Akumulatorska bušilica-odvrtač GSR 185-LI (06019K3003) BOSCH","BreadcrumbList+Organization+Product+WebSite"
"/prodavnica/elektricni-alat/ugaona-brusilica-gws-750-s-professional-125-bosch","/prodavnica/elektricni-alat/ugaona-brusilica-gws-750-s-professional-125-bosch","sample_product","200","OK","Ugaona brusilica GWS 750 S Professional 125 BOSCH (0601394121) cena | Kupovina online - Končar Elekt","Ugaona brusilica GWS 750 S Professional 125 BOSCH (0601394121) cena | Kupovina online - Končar Elekt","https://koncarelektro.rs/prodavnica/elektricni-alat/ugaona-brusilica-gws-750-s-professional-125-bosch/","https://koncarelektro.rs/prodavnica/elektricni-alat/ugaona-brusilica-gws-750-s-professional-125-bosch/","","Ugaona brusilica GWS 750 S Professional 125 BOSCH (0601394121)","Organization+WebSite"
"/prodavnica/elektricni-alat/professional-sa-l-boxx-gst-150-bce-bosch","/prodavnica/elektricni-alat/professional-sa-l-boxx-gst-150-bce-bosch","sample_product","200","OK","Professional sa L-Boxx GST 150 BCE (0601513003) BOSCH cena | Kupovina online - Končar Elektro -trgov","Professional sa L-Boxx GST 150 BCE (0601513003) BOSCH cena | Kupovina online - Končar Elektro -trgov","https://koncarelektro.rs/prodavnica/elektricni-alat/professional-sa-l-boxx-gst-150-bce-bosch/","https://koncarelektro.rs/prodavnica/elektricni-alat/professional-sa-l-boxx-gst-150-bce-bosch/","","Professional sa L-Boxx GST 150 BCE (0601513003) BOSCH","Organization+WebSite"
"/prodavnica/htz-oprema/ostalo/merni-tocak-wmw1545-wadfow","/prodavnica/htz-oprema/ostalo/merni-tocak-wmw1545-wadfow","sample_product","200","OK","WADFOW Merni točak WMW1545","WADFOW Merni točak WMW1545","https://koncarelektro.rs/prodavnica/htz-oprema/ostalo/merni-tocak-wmw1545-wadfow/","https://koncarelektro.rs/prodavnica/htz-oprema/ostalo/merni-tocak-wmw1545-wadfow/","Merni točak WMW1545 WADFOW","Merni točak WMW1545 WADFOW","BreadcrumbList+Organization+Product+WebSite"
"/prodavnica/akumulatorski-alat/ostali-akomulatorski-alat/1818v-aku-duvalica-dub362z","/prodavnica/akumulatorski-alat/ostali-akomulatorski-alat/1818v-aku-duvalica-dub362z","sample_product","200","OK","Akumulatorska duvalica DUB362Z 18+18V MAKITA cena | Kupovina online - Končar Elektro -trgovina elekt","Akumulatorska duvalica DUB362Z 18+18V MAKITA cena | Kupovina online - Končar Elektro -trgovina elekt","https://koncarelektro.rs/prodavnica/akumulatorski-alat/ostali-akomulatorski-alat/1818v-aku-duvalica-dub362z/","https://koncarelektro.rs/prodavnica/akumulatorski-alat/ostali-akomulatorski-alat/1818v-aku-duvalica-dub362z/","","Akumulatorska duvalica DUB362Z 18+18V MAKITA","Organization+WebSite"
"/prodavnica/akumulatorski-alat/akumulatorska-busilica-odvrtac-ds18da-wcz-hds18da-wcz-18v-2x2ah-hikoki","/prodavnica/akumulatorski-alat/akumulatorska-busilica-odvrtac-ds18da-wcz-hds18da-wcz-18v-2x2ah-hikoki","sample_product","200","OK","DS18DA-WCZ Akumulatorska bušilica-odvrtač 18V 2x2Ah HIKOKI","DS18DA-WCZ Akumulatorska bušilica-odvrtač 18V 2x2Ah HIKOKI","https://koncarelektro.rs/prodavnica/akumulatorski-alat/akumulatorska-busilica-odvrtac-ds18da-wcz-hds18da-wcz-18v-2x2ah-hikoki/","https://koncarelektro.rs/prodavnica/akumulatorski-alat/akumulatorska-busilica-odvrtac-ds18da-wcz-hds18da-wcz-18v-2x2ah-hikoki/","Akumulatorska bušilica-odvrtač DS18DA-WCZ (hDS18DA-WCZ) 18V 2x2Ah HIKOKI","Akumulatorska bušilica-odvrtač DS18DA-WCZ (hDS18DA-WCZ) 18V 2x2Ah HIKOKI","BreadcrumbList+Organization+Product+WebSite"
"/prodavnica/aparati-za-varenje/inverterski-aparati/aparat-za-zavarivanje-varstroj-vartig-221-ac-dc-w","/prodavnica/aparati-za-varenje/inverterski-aparati/aparat-za-zavarivanje-varstroj-vartig-221-ac-dc-w","sample_product","200","OK","Aparat za zavarivanje VARSTROJ Vartig 221 AC/DC W cena | Kupovina online - Končar Elektro -trgovina ","Aparat za zavarivanje VARSTROJ Vartig 221 AC/DC W cena | Kupovina online - Končar Elektro -trgovina ","https://koncarelektro.rs/prodavnica/aparati-za-varenje/inverterski-aparati/aparat-za-zavarivanje-varstroj-vartig-221-ac-dc-w/","https://koncarelektro.rs/prodavnica/aparati-za-varenje/inverterski-aparati/aparat-za-zavarivanje-varstroj-vartig-221-ac-dc-w/","Aparat za zavarivanje VARSTROJ Vartig 221 AC/DC W","Aparat za zavarivanje VARSTROJ Vartig 221 AC/DC W","BreadcrumbList+Organization+Product+WebSite"
"/prodavnica/ponuda/potapajuca-pumpa-za-navodnjavanje-nakayama-np-1180","/prodavnica/ponuda/potapajuca-pumpa-za-navodnjavanje-nakayama-np-1180","sample_product","200","OK","Potapajuca pumpa za navodnjavanje NAKAYAMA NP 1180 cena | Kupovina online - Končar Elektro -trgovina","Potapajuca pumpa za navodnjavanje NAKAYAMA NP 1180 cena | Kupovina online - Končar Elektro -trgovina","https://koncarelektro.rs/prodavnica/ponuda/potapajuca-pumpa-za-navodnjavanje-nakayama-np-1180/","https://koncarelektro.rs/prodavnica/ponuda/potapajuca-pumpa-za-navodnjavanje-nakayama-np-1180/","Potapajuca pumpa za navodnjavanje NAKAYAMA NP 1180","Potapajuca pumpa za navodnjavanje NAKAYAMA NP 1180","BreadcrumbList+Organization+Product+WebSite"
"/prodavnica/poljoprivredni-alati-i-oprema/benzinska-seckalica-drobilica-za-grane-wxu1315-459cc-wadfow","/prodavnica/poljoprivredni-alati-i-oprema/benzinska-seckalica-drobilica-za-grane-wxu1315-459cc-wadfow","sample_product","200","OK","WADFOW WXU1315 Benzinska drobilica za grane do 100 mm","WADFOW WXU1315 Benzinska drobilica za grane do 100 mm","https://koncarelektro.rs/prodavnica/poljoprivredni-alati-i-oprema/benzinska-seckalica-drobilica-za-grane-wxu1315-459cc-wadfow/","https://koncarelektro.rs/prodavnica/poljoprivredni-alati-i-oprema/benzinska-seckalica-drobilica-za-grane-wxu1315-459cc-wadfow/","Benzinska seckalica Drobilica za grane WXU1315 459cc WADFOW","Benzinska seckalica Drobilica za grane WXU1315 459cc WADFOW","BreadcrumbList+Organization+Product+WebSite"
"/prodavnica/ponuda/ingco-10-delni-set-1-2-dugackih-udarnih-nasadnih-kljuceva-hkissd12102l","/prodavnica/ponuda/ingco-10-delni-set-1-2-dugackih-udarnih-nasadnih-kljuceva-hkissd12102l","sample_product","200","OK","INGCO 10-delni set 1/2&quot; dugackih udarnih nasadnih kljuceva HKISSD12102L cena | Kupovina online ","INGCO 10-delni set 1/2&amp;quot; dugackih udarnih nasadnih kljuceva HKISSD12102L cena | Kupovina onl","https://koncarelektro.rs/prodavnica/ponuda/ingco-10-delni-set-1-2-dugackih-udarnih-nasadnih-kljuceva-hkissd12102l/","https://koncarelektro.rs/prodavnica/ponuda/ingco-10-delni-set-1-2-dugackih-udarnih-nasadnih-kljuceva-hkissd12102l/","INGCO 10-delni set 1/2&amp;#8243; dugackih udarnih nasadnih kljuceva HKISSD12102","INGCO 10-delni set 1/2&#8243; dugackih udarnih nasadnih kljuceva HKISSD12102L","BreadcrumbList+Organization+Product+WebSite"
"/prodavnica/elektricni-alat/cepac-za-drva-compact-15t-scheppach","/prodavnica/elektricni-alat/cepac-za-drva-compact-15t-scheppach","sample_product","200","OK","15t Cepač za drva COMPACT Scheppach","15t Cepač za drva COMPACT Scheppach","https://koncarelektro.rs/prodavnica/elektricni-alat/cepac-za-drva-compact-15t-scheppach/","https://koncarelektro.rs/prodavnica/elektricni-alat/cepac-za-drva-compact-15t-scheppach/","Cepač za drva COMPACT 15t Scheppach","Cepač za drva COMPACT 15t Scheppach","BreadcrumbList+Organization+Product+WebSite"
