url,type,baseline_status,pathname,audit_status,reason,detail
"https://koncarelektro.rs/prodavnica/akumulatorski-alat/akumulatorske-busilice-odvijaci/makita-akumulatorska-vibraciona-busilica-odvrtac-df002gz-40v-xgt/","product","200","/prodavnica/akumulatorski-alat/akumulatorske-busilice-odvijaci/makita-akumulatorska-vibraciona-busilica-odvrtac-df002gz-40v-xgt","ok","","makita-akumulatorska-vibraciona-busilica-odvrtac-df002gz-40v-xgt"
"https://koncarelektro.rs/prodavnica/akumulatorski-alat/akumulatorske-busilice-odvijaci/akumulatorska-ugaona-busilica-makita-dda450z/","product","200","/prodavnica/akumulatorski-alat/akumulatorske-busilice-odvijaci/akumulatorska-ugaona-busilica-makita-dda450z","ok","","akumulatorska-ugaona-busilica-makita-dda450z"
"https://koncarelektro.rs/prodavnica/elektricni-alat/busilice/makita-dbm130-dijamantska-busilica-za-suvo-i-mokro-busenje-1-700w/","product","200","/prodavnica/elektricni-alat/busilice/makita-dbm130-dijamantska-busilica-za-suvo-i-mokro-busenje-1-700w","ok","","makita-dbm130-dijamantska-busilica-za-suvo-i-mokro-busenje-1-700w"
"https://koncarelektro.rs/prodavnica/akumulatorski-alat/akumulatorski-usisivaci/makita-akumulatorski-usisivac-cl121dwa/","product","200","/prodavnica/akumulatorski-alat/akumulatorski-usisivaci/makita-akumulatorski-usisivac-cl121dwa","ok","","makita-akumulatorski-usisivac-cl121dwa"
"https://koncarelektro.rs/prodavnica/akumulatorski-alat/ostali-akomulatorski-alat/makita-cg100dwaeb-akumulatorski-pistolj-za-popunjavanje/","product","200","/prodavnica/akumulatorski-alat/ostali-akomulatorski-alat/makita-cg100dwaeb-akumulatorski-pistolj-za-popunjavanje","ok","","makita-cg100dwaeb-akumulatorski-pistolj-za-popunjavanje"
"https://koncarelektro.rs/prodavnica/kompresori-i-pneumatski-alati/pneumatski-alati-i-pribor/makita-at2550a-pneumatska-heftalica/","product","200","/prodavnica/kompresori-i-pneumatski-alati/pneumatski-alati-i-pribor/makita-at2550a-pneumatska-heftalica","ok","","makita-at2550a-pneumatska-heftalica"
"https://koncarelektro.rs/prodavnica/elektricni-alat/testere-i-cirkulari/makita-2107fk-tracna-testera-710w/","product","200","/prodavnica/elektricni-alat/testere-i-cirkulari/makita-2107fk-tracna-testera-710w","ok","","makita-2107fk-tracna-testera-710w"
"https://koncarelektro.rs/prodavnica/elektricni-alat/pribor-za-ciscenje-i-brusenje/makita-ekscentricna-brusilica-bo6050j/","product","200","/prodavnica/elektricni-alat/pribor-za-ciscenje-i-brusenje/makita-ekscentricna-brusilica-bo6050j","ok","","makita-ekscentricna-brusilica-bo6050j"
"https://koncarelektro.rs/prodavnica/rucni-alat-i-pribor/rucni-alat/ingco-sekira-kovana-1000g-hax03010008/","product","200","/prodavnica/rucni-alat-i-pribor/rucni-alat/ingco-sekira-kovana-1000g-hax03010008","ok","","ingco-sekira-kovana-1000g-hax03010008"
"https://koncarelektro.rs/prodavnica/elektricni-alat/testere-i-cirkulari/ingco-ubodna-testera-650w-js6508/","product","200","/prodavnica/elektricni-alat/testere-i-cirkulari/ingco-ubodna-testera-650w-js6508","ok","","ingco-ubodna-testera-650w-js6508"
"https://koncarelektro.rs/prodavnica/ponuda/klin-za-cepanje-dvostrana-rucka-hspm02068d/","product","200","/prodavnica/ponuda/klin-za-cepanje-dvostrana-rucka-hspm02068d","ok","","klin-za-cepanje-dvostrana-rucka-hspm02068d"
"https://koncarelektro.rs/prodavnica/rucni-alat-i-pribor/rucni-alat/ingco-cekic-macola-15kg-hsth81803/","product","200","/prodavnica/rucni-alat-i-pribor/rucni-alat/ingco-cekic-macola-15kg-hsth81803","ok","","ingco-cekic-macola-15kg-hsth81803"
"https://koncarelektro.rs/prodavnica/kosacice-i-trimeri-dobra/akumulatorski-trimeri/akumulatorski-trimer-za-zivu-ogradu-uh201dz-makita/","product","200","/prodavnica/kosacice-i-trimeri-dobra/akumulatorski-trimeri/akumulatorski-trimer-za-zivu-ogradu-uh201dz-makita","ok","","akumulatorski-trimer-za-zivu-ogradu-uh201dz-makita"
